Time (msec),Longitude,Latitude,Altagl,Battery Capacity (%)
73400,-157.8096344,21.30671758,9.8,93
73400,-157.8096344,21.30671758,9.8,93
73400,-157.8096344,21.30671758,9.8,93
73500,-157.8096344,21.30671758,9.8,93
73500,-157.8096344,21.30671759,9.8,93
73500,-157.8096341,21.30671748,9.8,93
73600,-157.8096341,21.30671749,9.8,93
73600,-157.8096342,21.30671744,9.8,93
73700,-157.8096342,21.30671744,9.8,93
73700,-157.8096342,21.30671744,9.8,93
73700,-157.8096342,21.30671745,9.8,93
73800,-157.809634,21.30671725,9.8,93
73800,-157.8096339,21.30671724,9.8,93
73800,-157.8096339,21.30671723,9.8,93
73900,-157.8096338,21.30671723,9.8,93
73900,-157.8096338,21.30671722,9.8,93
73900,-157.8096337,21.30671713,9.8,93
74000,-157.8096337,21.30671713,9.8,93
74000,-157.8096336,21.30671712,9.8,93
74000,-157.8096336,21.30671712,9.8,92
74100,-157.8096335,21.30671712,9.8,92
74100,-157.8096335,21.30671712,9.8,92
74100,-157.8096336,21.30671709,9.8,92
74200,-157.8096335,21.30671709,9.8,92
74200,-157.8096335,21.30671709,9.8,92
74200,-157.8096334,21.30671703,9.8,92
74300,-157.8096334,21.30671703,9.8,92
74300,-157.8096334,21.30671703,9.8,92
74400,-157.8096333,21.30671708,9.8,92
74400,-157.8096332,21.30671709,9.8,92
74400,-157.8096332,21.30671709,9.8,92
74500,-157.8096332,21.3067171,9.8,92
74500,-157.8096331,21.30671711,9.8,92
74500,-157.8096331,21.30671712,9.8,92
74600,-157.8096332,21.30671703,9.8,92
74600,-157.8096331,21.30671704,9.8,92
74600,-157.8096331,21.30671705,9.8,92
74700,-157.8096331,21.30671706,9.9,92
74700,-157.8096331,21.30671707,9.9,92
74700,-157.8096332,21.30671709,9.9,92
74800,-157.8096332,21.30671711,9.8,92
74800,-157.8096332,21.30671712,9.8,92
74800,-157.8096332,21.30671713,9.8,92
74900,-157.8096332,21.30671709,9.9,92
74900,-157.8096332,21.30671711,9.9,92
74900,-157.8096332,21.30671722,9.9,92
75000,-157.8096332,21.30671724,9.9,92
75000,-157.8096332,21.30671726,9.9,92
75100,-157.8096333,21.30671727,9.9,92
75100,-157.8096333,21.30671729,9.9,92
75100,-157.8096333,21.3067173,9.9,92
75200,-157.8096333,21.30671742,9.9,92
75200,-157.8096334,21.30671744,9.9,92
75200,-157.8096334,21.30671745,9.9,92
75300,-157.8096334,21.30671745,9.9,92
75300,-157.8096334,21.30671746,9.9,92
75300,-157.8096336,21.30671766,9.9,92
75400,-157.8096336,21.3067177,9.9,92
75400,-157.8096336,21.30671773,9.9,92
75400,-157.8096336,21.30671775,9.9,92
75500,-157.8096336,21.30671778,9.9,92
75500,-157.8096336,21.30671782,9.9,92
75500,-157.8096337,21.30671785,9.9,92
75600,-157.8096337,21.30671787,9.9,92
75600,-157.8096337,21.3067179,9.9,92
75600,-157.8096337,21.30671792,9.9,92
75700,-157.8096337,21.30671794,9.9,92
75700,-157.8096337,21.30671796,9.9,92
75800,-157.8096339,21.30671797,9.9,92
75800,-157.8096339,21.30671801,9.9,92
75800,-157.8096339,21.306718,9.9,92
75900,-157.8096339,21.30671798,9.9,92
75900,-157.809634,21.30671797,9.9,92
75900,-157.809634,21.30671795,9.9,92
76000,-157.8096342,21.306718,9.9,92
76000,-157.8096342,21.30671799,9.9,92
76000,-157.8096342,21.30671798,9.9,92
76100,-157.8096342,21.30671797,9.9,92
76100,-157.8096343,21.30671797,9.9,92
76100,-157.8096345,21.30671806,9.9,92
76200,-157.8096345,21.30671806,9.9,92
76200,-157.8096346,21.30671806,9.9,92
